,PartitionKey,RowKey,Timestamp,message,etag
130,U4535fb31fd55fcf150309ac213c44979,1582174595,2020-02-20 04:56:35.697150+00:00,กลุ่ม,"W/""datetime'2020-02-20T04%3A56%3A35.6971505Z'"""
131,U4535fb31fd55fcf150309ac213c44979,1582174605,2020-02-20 04:56:45.416700+00:00,ไข่พยาธิชื่อว่าอะไร,"W/""datetime'2020-02-20T04%3A56%3A45.4167Z'"""
132,U4535fb31fd55fcf150309ac213c44979,1582174613,2020-02-20 04:56:53.085068+00:00,ไข่พยาธิชื่อว่าอะไร,"W/""datetime'2020-02-20T04%3A56%3A53.0850682Z'"""
133,U4535fb31fd55fcf150309ac213c44979,1582174639,2020-02-20 04:57:19.863818+00:00,สวัสดี,"W/""datetime'2020-02-20T04%3A57%3A19.8638189Z'"""
134,U4535fb31fd55fcf150309ac213c44979,1582273924,2020-02-21 08:32:05.945832+00:00,img : OV,"W/""datetime'2020-02-21T08%3A32%3A05.9458329Z'"""
135,U4535fb31fd55fcf150309ac213c44979,1582273939,2020-02-21 08:32:21.471257+00:00,ไข่พยาธิกลุ่มใด,"W/""datetime'2020-02-21T08%3A32%3A21.471257Z'"""
136,U4535fb31fd55fcf150309ac213c44979,1582273951,2020-02-21 08:32:33.127986+00:00,ชนิดของไข่พยาธิ,"W/""datetime'2020-02-21T08%3A32%3A33.1279869Z'"""
137,U4535fb31fd55fcf150309ac213c44979,1582274335,2020-02-21 08:38:57.062932+00:00,img : MIF,"W/""datetime'2020-02-21T08%3A38%3A57.0629321Z'"""
138,U4535fb31fd55fcf150309ac213c44979,1582274347,2020-02-21 08:39:09.713709+00:00,img : OV,"W/""datetime'2020-02-21T08%3A39%3A09.7137094Z'"""
139,U4535fb31fd55fcf150309ac213c44979,1582274356,2020-02-21 08:39:17.827146+00:00,รู้ได้อย่างไรว่าติดพยาธิ,"W/""datetime'2020-02-21T08%3A39%3A17.8271469Z'"""
140,U4535fb31fd55fcf150309ac213c44979,1582274360,2020-02-21 08:39:22.105547+00:00,อาการ,"W/""datetime'2020-02-21T08%3A39%3A22.1055475Z'"""
141,U4535fb31fd55fcf150309ac213c44979,1582274365,2020-02-21 08:39:26.989795+00:00,ลักษณะเด่นของไข่พยาธิ,"W/""datetime'2020-02-21T08%3A39%3A26.9897959Z'"""
142,U4535fb31fd55fcf150309ac213c44979,1582274371,2020-02-21 08:39:32.911889+00:00,ลักษณะเด่นตัวเต็มวัย,"W/""datetime'2020-02-21T08%3A39%3A32.9118892Z'"""
143,U4535fb31fd55fcf150309ac213c44979,1582274377,2020-02-21 08:39:38.845294+00:00,ติดต่อสู่คนได้อย่างไร,"W/""datetime'2020-02-21T08%3A39%3A38.8452945Z'"""
144,U4535fb31fd55fcf150309ac213c44979,1582274385,2020-02-21 08:39:47.199834+00:00,บาย,"W/""datetime'2020-02-21T08%3A39%3A47.1998346Z'"""
145,U4535fb31fd55fcf150309ac213c44979,1582274483,2020-02-21 08:41:24.883981+00:00,img : OV,"W/""datetime'2020-02-21T08%3A41%3A24.8839818Z'"""
